Name,Artist,Spotify URI
Bye Bye,Anzenchitai,spotify:track:0QpVvbeAvTWJSQaGxUHMK8
Kaze,Anzenchitai,spotify:track:2Ts1aLIfl8E3JxeoaCcC41
I'm In the Mood for Dancing,The Nolans,spotify:track:4aGVpNl4csfQ2W1i4Ao40q
You To Me Are Everything,The Real Thing,spotify:track:65kKvpTuhJAVxyFPlKuOAd
Genie In a Bottle,Christina Aguilera,spotify:track:11mwFrKvLXCbcVGNxffGyP
I Will Survive,Gloria Gaynor,spotify:track:6fw12s3vAJQAt7lbICodwC
Sugar Baby Love,The Rubettes,spotify:track:294ii3rwz6bTJ2XMn5BDu0
Live While We're Young,One Direction,spotify:track:6Vh03bkEfXqekWp7Y1UBRb
Whoops Now,Janet Jackson,spotify:track:6ZLKrubnzVwaC71Zv8IC62
There Must Be an Angel,Eurythmics,spotify:track:1YJ4vpxPL6Wgo8gmRnvqSp
Across 110th Street,Bobby Womack,spotify:track:2zyTP97uGsIc1C4KNNEkyn
True,Spandau Ballet,spotify:track:10I09MLZCY4pK37XxAfkw0
High Hopes,Frank Sinatra,spotify:track:68sTztCNUapkQL0nEKfrM5
You Make Me Feel So Young,Frank Sinatra,spotify:track:2WaYW84yWij5NSCpgSeU2R
Lift Me Up,Rihanna,spotify:track:35ovElsgyAtQwYPYnZJECg
Don't Cry,Octavian,spotify:track:0b19xCu8nTHePbjgSQx6hd
You Know I'm No Good,Amy Winehouse,spotify:track:0DMRKqrpd0QO4RWiEdMib0
Ou LaLa,DJ Neptune,spotify:track:2msCrATPZfgGUn4MWdnFlA
Dope Boy,Young Thug,spotify:track:2WxUBA3L7k2Af4kTVB6QeI
I CAN’T LET GO,Lil Tecca,spotify:track:1Ftb0PK0Qqwax3gofiMd2X
221,AKLO,spotify:track:3JFJiCuf6iygbyKKKn5Nhl
Even Score,Rich Homie Quan,spotify:track:3mmnnExzhdnzfMXwoydHfY
Dancing In The Flames,The Weeknd,spotify:track:7z7kvUQGwlC6iOl7vMuAr9
Timeless,The Weeknd,spotify:track:1Es7AUAhQvapIcoh3qMKDL
Boy You Got Me,Luch,spotify:track:5x7uCstXGVFFgEokfdIRFG
Bate Forte,Sasson (FR),spotify:track:5JtgGyGIt2gthKjO8YI7Es
Tornado Anthem,Bic,spotify:track:1NqN4NcbXbBUi3oQoDm0DQ
DO YO SHIT,Moneybagg Yo,spotify:track:1hgON5RjrZGMwcIJNkuwzj
Anthem Ndi Eze,Phyno,spotify:track:0NtcGqyWGsDKrp4DI5Sjh0
2 V 2,Jahi,spotify:track:5esS9XeTqMfKEeELS0TJKn
bye purity,Sheena Ringo,spotify:track:4hV2xCG0KxtOXhCEfmJmLC
Stripped,Depeche Mode,spotify:track:7zqgw3dMGegkAAICkM8ncf
A Question of Time,Depeche Mode,spotify:track:7l812LB02j5D8QTvpD6c8l
Suffer Well,Depeche Mode,spotify:track:1tG9Hnpx1kfsHmyafOl0pF
With You,Chris Brown,spotify:track:5Lgcn7u07bHuqbOtXkN62u
Feelin' It,JAY-Z,spotify:track:2lEuz5U4338FPZ3kh1hThb
BBL Drizzy,King Willonius,spotify:track:2WVBfZmnlHQY2kmyo67u71
Get the Strap,Uncle Murda,spotify:track:4FC2oIKWbXNOq6NThyFxSQ
One Way!,Autumn!,spotify:track:7hBdcBgzK0Adp6ahUg58Y2
Checkonechecktwo_,BexBlu,spotify:track:36Ce51BaHK5ANV2XDkHL7X
problem,Cash Cobain,spotify:track:62DOQC3exqebSVLWyN2mWa
Nagaremono,Tsuyoshi Nagabuchi,spotify:track:3njmCmgBJouheWhU3ZmeKc
N Dey Say,Nelly,spotify:track:3DVU8eD9u72LDGlPRV1v7P
Set Adrift On Memory Bliss,P.M. Dawn,spotify:track:1n00Xu0vbe6jUaR3df4hqX
Set Adrift on Memory Bliss,P.M. Dawn,spotify:track:1n00Xu0vbe6jUaR3df4hqX
You,Lloyd  Lil Wayne,spotify:track:5Y77SQxEr1eiofPeUTPHxM
BedRock,Young Money,spotify:track:3iL2l5gUqyPS6vDwJFgJTR
Moment 4 Life,Nicki Minaj,spotify:track:1ia019RqDK2o4QiANR1Dyn
Monster,Kanye West,spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK
Adeline,Katie Koss,spotify:track:0xMF4mYFyJXUjJPo3tcO0J
Banking On Me,Gunna,spotify:track:7Fege3yv4dvehB3NdRBGwI
Juna,Clairo,spotify:track:2mWfVxEo4xZYDaz0v7hYrN
I Know the Way,RYKEY,spotify:track:7y2pDe5bkfSP3SU53v3z7z
Unconditional Love,2Pac,spotify:track:2boK2MX9CknrZyAQ8vlKHl
Hot Topic,Awich,spotify:track:3M2eHgQ41E0g9FhSbeMfgI
Hana to Ame,SEEDA,spotify:track:2bHqEcIRNZDqB1PiKWBRfz
Game,SEEDA,spotify:track:3ijUTNJcgGeMs6A0cSzgZo
"Nocturnes, Op. 9: No. 2 in E-Flat Major",Arthur Rubinstein,spotify:track:6wk9mQyuENTXkbWW4QECxI
Go Johnny Go!,ANARCHY,spotify:track:2VsmVzZu6wqnZn1TQEPAf2
K.I.N.G.,ANARCHY,spotify:track:1870tTl8dtJsGYZXJErlgc
Drawing Days,SPLAY,spotify:track:0bQHbsESHzl44BK9ls64oV
Second Edition,eyden,spotify:track:2Hib5IoFPBggh4IQp52ing
Honey,Raveena,spotify:track:6ohzjop0VYBRZ12ichlwg5
Mad over You,Runtown,spotify:track:1jloWdvMh9nwHUu3mag8CL
All My Life,K-Ci,spotify:track:5GorFaKkP2mLREQvhSblIg
It's A Slime,Young Thug,spotify:track:3HxYOwZZHZn5mC1drqPQqR
Ngowam,Kelvin Momo,spotify:track:1gndZIkGbPO28wfhE2qSgg
No.1,Tyla,spotify:track:3qeMtqV38UWPZfps7mPTUE
Kiss of Life,Sade,spotify:track:65krtHkaYLPr0mEbjL61UP
It Ain't My Fault,Silkk the Shocker,spotify:track:0EvsLFtgq2ToSaH8UXmPK0
Or What,NLE Choppa,spotify:track:3lUYO6zvXI88sNDpyKvIJ2
Daikoubutsu,Spitz,spotify:track:2SYpzPtYzpYjgIVHg3YpbT
Nameless,Lil Keed,spotify:track:4itETlhUWW6GFzYZwEL8do
Peek a Boo,Lil Yachty,spotify:track:1iTWoKAdilGEmit6xhQZje
Everyday We Lit,YFN Lucci,spotify:track:3J8Q6aBhjpvao8BsBQ6H9Y
In A Minute,Lil Baby,spotify:track:3ihIZrJreMJPjQdNLrEXnP
Self Employed,Lil Keed,spotify:track:0hJBZCVhe2822ZlTTLcBnh
Big Energy,Latto,spotify:track:4pi1G1x8tl9VfdD9bL3maT
SET IT OFF,Doe Boy,spotify:track:7bS2y45GZ47gyQL1bbZkPW
One By One,Central Cee,spotify:track:3desWYUkTBp3imvV6VkdXx
Fried,Future,spotify:track:28xOPIPw0joNPwYd0asIT5
Dear my ....,Janne Da Arc,spotify:track:0g3Rgjy6J2ldfq8j7oC8cb
Rap Saved Me,21 Savage,spotify:track:0tdCy39PgWN8LFWu34ORn3
My Choppa Hate N****s,21 Savage,spotify:track:2D2w9943rsnJOGCrI4aMQp
Broken Clocks,SZA,spotify:track:2fXwCWkh6YG5zU1IyvQrbs
Like Him,Tyler,spotify:track:6jbYpRPTEFl1HFKHk1IC0m
"Darling, I",Tyler,spotify:track:0VaeksJaXy5R1nvcTMh3Xk
Incendeia,MC Kevin O Chris,spotify:track:4m1mqQuy34Nzh0480VR364
Money Me a Look,Vybz Kartel,spotify:track:5oMS4zrQgC4BnjcidieSbT
TWIST & TURN,Popcaan,spotify:track:27g5G3TW90FSm3YxclYpAs
My League,Mavado,spotify:track:5yApENN4ND0vqfvpzFC56w
Gorilla,Little Simz,spotify:track:0pJO1tc1GpnxFyQp6Zp82r
712PM,Future,spotify:track:3FSwpQ9dBZBeBV6UdYHI2R
I'M DAT N****,Future,spotify:track:0AAVJIN4plafvmNKqRCltG
KEEP IT BURNIN,Future,spotify:track:7rWCWzPRftzZTZtIyQtaDU
FOR A NUT,Future,spotify:track:6egtB3hmrBOqVol9cU6rge
GOLD STACKS,Future,spotify:track:3dOlp9jd5eM4aIrGt37Otu
LOVE YOU BETTER,Future,spotify:track:4XJRpBOG0bU3Nxnvam3FnC
MASSAGING ME,Future,spotify:track:2tzgSUZOUKopYbRqQOVT8X
CHICKENS,Future,spotify:track:15B3zlNGr8fYj60exaIPkl
WE JUS WANNA GET HIGH,Future,spotify:track:5LkOqb9RHvNzAy80xrFLWj
Did It First,Ice Spice,spotify:track:2BNcawEW0KlzLW9DeHzXZJ
Beef Bar,Westside Gunn,spotify:track:1Qa6LKyvWX0Fc8sog2lFZD
Max Caster,Westside Gunn,spotify:track:1vC4cy31nYn0skKWtnOPTT
Dr. Britt Baker,Westside Gunn,spotify:track:08vyopstusuqW5qtK9EVh2
Speedy 40,Westside Gunn,spotify:track:5ICfSQC5TjL6iH5wqsxSeu
Free Shots,Westside Gunn,spotify:track:5DkqO1ZhW6krwbXX3ytyPc
Still Praying,Westside Gunn,spotify:track:4iRh9CuSqd3aF2jSA1v6Xj
Underground King,Westside Gunn,spotify:track:1blC4i281T1QqXuPBVTIAj
Top,Fredo Bang,spotify:track:5S0QZGDvhgdED2WJGgxBKb
Baby Come,Green Assassin Dollar,spotify:track:44Ml42j6dPbjfzmHqsdy6w
Waltz In A Minor,JK Hodge,spotify:track:4tr5yGWxeDH7ZdTwnK9zYd
Tight Rolls,Green Assassin Dollar,spotify:track:3st5xVmJ73l7o0tqVsH5zK
Millennium,Green Assassin Dollar,spotify:track:1Xta8rWmCgp39F7vdyXrQT
Ghost,Green Assassin Dollar,spotify:track:17YDi8677LSqwwWYi8e5Al
Forgot,Green Assassin Dollar,spotify:track:1QGlEflxEZQcUU1MBxlekp
Underrated,Green Assassin Dollar,spotify:track:3sSutnV9sMaXeGzoo5CDn2
Outlook,Green Assassin Dollar,spotify:track:76rwTm4aGTn7pJUcLB8TB0
Skimming Eyes,Green Assassin Dollar,spotify:track:3JDh6BhNufQ7Fvm2x0kCPu
Yellow Car,Green Assassin Dollar,spotify:track:4CIJ8BxNStdTPJFMGj4kg3
Brisk Walk,Green Assassin Dollar,spotify:track:6ksDzHzLkS2rwqb3V13195
Scarled Kill,Green Assassin Dollar,spotify:track:172mJUfocT8IlR5wUyM7zd
Vanilla,Green Assassin Dollar,spotify:track:5aFmxoctyLQtoF9FVdllnL
Re:make,ONE OK ROCK,spotify:track:4jcSJrDnKSmOLqMkGJmFL6
Issai Gassai -2019 Ver.-,KREVA,spotify:track:51N70K8sSSd1wOhFn8tLao
Love Letter,Nick Cave,spotify:track:6DLYs5xMOGLEv6qzFKuaDn
Secret,21 Savage,spotify:track:67lKDoCZbRCJDa4RT68eme
Butter n' Toast,Carl Pedida,spotify:track:78Ti62c8kgzDC4bTguMNh1
Sienna,The Marías,spotify:track:0InIeZW4P6VO7dUGRM4AKH
Amigo,Lous and The Yakuza,spotify:track:4JaxkRJ25dNVzlrGOOkuJD
Back in Blood,Pooh Shiesty,spotify:track:7FGdjbZ32vMybPuP0IuE7d
Together Again,Janet Jackson,spotify:track:1aJnGme5ZRltYTp8FJ52eZ
Caroline,Aminé,spotify:track:5hTpBe8h35rJ67eAWHQsJx
Scenic Drive,Khalid,spotify:track:6zIen2DYr2t19vbwqgORY2
Retrograde,Khalid,spotify:track:3v5WRAItrZgr5vCdW3vTmz
White Tee,Dem Franchize Boyz,spotify:track:7xl8xYOCSc6Ukg6YFwi2zx
Heart Of A Woman,Summer Walker,spotify:track:2oVVaVY0LkzwAYYcyzon6Z
Transformer,Future,spotify:track:2MfcvcvWSUkstTDZXYIakq
Yume No Tsuzuki,Mariya Takeuchi,spotify:track:1BnODvOuKbTnAZYkMVzJCL
"OH NO, OH YES!",Mariya Takeuchi,spotify:track:7hT9QzdqxxoWB0JtCGuCnD
Don't Look Any Further,Dennis Edwards,spotify:track:3GiSgsFwPp8zY7yTGsRlyR
Make 'Em Say Ugh,Master P,spotify:track:0l3wp8iEtN8rgag9eTeorW
Numb,Men I Trust,spotify:track:6Ijmj8Z0L31hCp5pLZnT5U
Halo,Beyoncé,spotify:track:2MfOcbtgz2yTsiznFmVZUN
Diva,Beyoncé,spotify:track:5Ssv6DaKrW0HczVqx6zXdl
Irreplaceable,Beyoncé,spotify:track:6RX5iL93VZ5fKmyvNXvF1r
Crazy in Love,Beyoncé,spotify:track:0TwBtDAWpkpM3srywFVOV5
Drunk in Love,Beyoncé,spotify:track:6jG2YzhxptolDzLHTGLt7S
"OH NO, OH YES!",Akina Nakamori,spotify:track:2hGPfCRMjK2haWM6ja11XP
One Hundred Ways,Quincy Jones,spotify:track:0Yp603BgzIKDDcSUBrYYba
Soul Bossa Nova,Quincy Jones,spotify:track:0Jw3cPBXlGnA6DEJrZSTI0
September,Earth,spotify:track:3kXoKlD84c6OmIcOLfrfEs
Let's Groove,Earth,spotify:track:3koCCeSaVUyrRo3N2gHrd8
Boogie Wonderland,Earth,spotify:track:6ztstiyZL6FXzh4aG46ZPD
You Want My Love,Earth,spotify:track:5BQf3eyCsoSP5jNGx9sPdD
Cruise in Love,BIG-8,spotify:track:3i4Bolcm2lYNCiegvnx6fV
killah,owls,spotify:track:40mIsIUBmVjJOYTRIPIQfD
greedy,owls,spotify:track:6ctztJdB311NNoZuAMsgsG
back yard,owls,spotify:track:1oZIgUg5lT4YmC3Y6hbCJy
4:20,owls,spotify:track:4q6tZeaVbvwWMvxyaxmSmt
b2h,owls,spotify:track:2JR9bKPZQp9MRjFt37qADz
smoke sleep,owls,spotify:track:7dvbtsbt2L0fgOlykCu8hW
blessin,owls,spotify:track:2bgoRNuDqvsuInrczft2gX
fonk you,owls,spotify:track:1BofmZ0A3jSNQnuxzDNvtG
Come Back,SCARS,spotify:track:2DFhGD9QhqRHq4gKhEbBO1
You Can Do It,Ice Cube,spotify:track:4NTn0Yo8hTGW5tbBANBzfh
Aibiki,Orisaka Yuta,spotify:track:0dKWhFl9gjNw8KkD7Ew3C2
Stuntin' Like My Daddy,Birdman,spotify:track:3rMyMv8EjKXoPnaRo2hdJN
Tapout,Rich Gang,spotify:track:39z2CyYexbcwgD0pEeUUeu
What Happened To That Boy,Baby,spotify:track:20Sp7dNLM3NjIu3TInDqjq
Surrender,Hotei,spotify:track:0iPMH8g6p5sDAWccu2oTcQ
From A Man,Young Thug,spotify:track:3CUMd8XMv3LBSLrDrKoXQE
99 Problems,JAY-Z,spotify:track:7sLpSWxQazJzDVG6YGzlVs
Freestyle,Lil Baby,spotify:track:5BbdKBZO0TH0GhfxUfyhL9
Control,DJ CHARI,spotify:track:2Cln5bZGZMDKAxvA0RTjcn
Karma,Summer Walker,spotify:track:2Fyjjpg03fn7n5cj0Qm380
Genki Wo Dashite,Mariya Takeuchi,spotify:track:3igzzZE41AOz8aHFMGRsqi
Saturn,SZA,spotify:track:1bjeWoagtHmUKputLVyDxQ
Signs,Drake,spotify:track:6Na5uKk5SsqZimk0hAWo8y
R e s e n t m e n t,PARTYNEXTDOOR,spotify:track:3ViEhfgPwDKva54pvEQFTO
Shrimp at Phillipes,Elcamino,spotify:track:4Qhzx8pNpcpmhj5f2tPgr5
Tasogare Diary,Mariya Takeuchi,spotify:track:3r7xQfMtHkY8rGq11ne83f
Una Mattina,Ludovico Einaudi,spotify:track:0Dkibk70FDp6t7eOZNemNQ
Gotta Lotta,2 Chainz,spotify:track:1gpSrGUfU3F9TOzPlEyLxH
"S o r r y,  B u t  I’ m  O u t s i d e",PARTYNEXTDOOR,spotify:track:4UL6S1pHHKqmsNOfsPJqgW
F o r  C e r t a i n,PARTYNEXTDOOR,spotify:track:2d93r7U06Wx7uJfU2q9Nza
M a k e  I t  T o  T h e  M o r n i n g,PARTYNEXTDOOR,spotify:track:12VH4g5pTMZmrUVzfJq7F7
C o n t r o l,PARTYNEXTDOOR,spotify:track:2LHtu3z8Xa9AToxLRlLm1g
Praise God,Kanye West,spotify:track:0WSEq9Ko4kFPt8yo3ICd6T
Un-thinkable,Alicia Keys,spotify:track:4JOP8ELK6AaeySe7sKe996
Try Sleeping With a Broken Heart,Alicia Keys,spotify:track:1yK9LISg5uBOOW5bT2Wm0i
wacced out murals,Kendrick Lamar,spotify:track:5gOfC9UzZQzTyShqPMrpjT
squabble up,Kendrick Lamar,spotify:track:0nj9Bq5sHDiTxSHunhgkFb
luther,Kendrick Lamar,spotify:track:45J4avUb9Ni0bnETYaYFVJ
hey now,Kendrick Lamar,spotify:track:5S8VwnB4sLi6W0lYTWYylu
reincarnated,Kendrick Lamar,spotify:track:0RgjEkSbeuStKfT2Pa4Zai
tv off,Kendrick Lamar,spotify:track:0aB0v4027ukVziUGwVGYpG
dodger blue,Kendrick Lamar,spotify:track:4K1Pg0FLno1ltzX3jeqT83
peekaboo,Kendrick Lamar,spotify:track:2Uts1QFB4u2YNIMiqcb4de
gnx,Kendrick Lamar,spotify:track:3aZptNYC6Z1YoumeqZcDcQ
gloria,Kendrick Lamar,spotify:track:0wgOhYnqZKjOHr6bmdz0aN
heart pt. 6,Kendrick Lamar,spotify:track:1SGvjfc85yzqKXsfKcCxn2
man at the garden,Kendrick Lamar,spotify:track:5ho7VSXSmI2KM2nDjcnLyz
If This World Were Mine,Luther Vandross,spotify:track:3DnJmpSvBNxngDOBeI5U0B
Soundgasm,Rema,spotify:track:2psl5iNJCrmmm2XtS7LZqb
Dr Mario,8-Bit Arcade,spotify:track:6LtCVc9X8JtTJrrodWSW6P
Nothin',Lecrae,spotify:track:20GLjHVJkuK0m9DUqAzCTJ
Rocket Dive,hide,spotify:track:3yUFd2uTgW5DImjuA0heIh
One Mic,Nas,spotify:track:7CpXFEjLntpr4GdOhTtFEv
Something Light,The Alchemist,spotify:track:705T3b0lBqLFByknFxqICI
Dear John,Southern All Stars,spotify:track:2ZtgegKPD8qmfGix1T43sn
Remember the Time,Michael Jackson,spotify:track:4jnFqNWeJCeCRHc4HCdxfd
夜景,ANARCHY,spotify:track:350Ql9o8Xdk88UfbkOnFh8
あいつの事,ANARCHY,spotify:track:3dDRvS2FoYunh0TksYdxSW
September 2nd,ANARCHY,spotify:track:44TFHSy0dU4BQioaNvxctN
VANS,ANARCHY,spotify:track:27KFw1bce715Kqvp1qhtrC
dramatic,Cat,spotify:track:5uBlr2RNpuu3n7ROgiQa7w
ON THE RADAR CONCRETE CYPHER,Concrete Boys,spotify:track:55VwJauY4a1oV5VbNLJo2p
Yubiwa Monogatari,Acid Black Cherry,spotify:track:04KSvwSiy4bitT3MepwDA4
"Every Year, Every Christmas",Luther Vandross,spotify:track:1NPGiRG86PFwXzwrYZRa2a
Nukumori,Takaya Kawasaki,spotify:track:1s410Rb0t77G2xPCZEXun9
The Way Life Goes,Lil Uzi Vert,spotify:track:2eAZfqOm4EnOF9VvN50Tyc
CAT'S EYE,Anri,spotify:track:7FGbwJMZxCbW6U8aGNBgOm
STAY BY ME,Anri,spotify:track:3WxATUIaUWiMkcpil3OQYS
GOOD-NIGHT FOR YOU,Anri,spotify:track:1ChwUGkcwllzdl9z2a8siD
A HOPE FROM SAD STREET,Anri,spotify:track:3tw8SqjA9KRnseY71gsonf
悲しみがとまらない I CAN'T STOP THE LONELINESS,Anri,spotify:track:3FYDqY5BRtx3IVSaiQZSze
SHYNESS BOY,Anri,spotify:track:7KYzARBusZhyZ6jygZDmVr
WINDY SUMMER,Anri,spotify:track:7fgmo2cHGzWLexkRhBeECj
Remember Summer Days,Anri,spotify:track:1qUo7d5lAOclNVbTUY0A2R
Omoideno Beach Club,Junichi Inagaki,spotify:track:0nFoWakRtwXEvYwB0AVi1V
Futari No Natsu Monogatari Never Ending Summer,S.Kiyotaka,spotify:track:71MmgXbb2G7MV5gtGcVMqB
Let's Boyhunt,Seiko Matsuda,spotify:track:0UXWSUKbKFSF7xvCrOEX91
Debut,Naoko Kawai,spotify:track:1SQnF1A7ccB4ZfGp3TuDIj
Kita Wing,Akina Nakamori,spotify:track:7xWJ9IX1N9bcRQM1MXD5ab
Changes,2Pac,spotify:track:1ofhfV90EnYhEr7Un2fWiv
IT’S TRUE,CKay,spotify:track:18TFbCHdZbnnyNIsJHcyGe
Ho Ba La La,Wanda De Sah,spotify:track:5e1OFVlDYDQVAKs1S22ke8
Telefone,Wilson Simonal,spotify:track:4Gn5Uq6BKUeieSwmqfxlOz
Desafinado,Stan Getz,spotify:track:2tcfbkABIwzpepPyaFsYF4
Amor de Nada,Marcos Valle,spotify:track:5YbgoFxUIYuF9IQaWv1VKQ
Manhã de Carnaval,Luiz Bonfá,spotify:track:2fQbtkh0GJLHbOCdbdb5Lm
Tem dó de Mim,Carlos Lyra,spotify:track:5eLReXzHeFpflTGuaIl89Z
Corcovado,Antônio Carlos Jobim,spotify:track:0Wh99eifNTNqDFRtzWhCE2
Vivo Sonhando,Walter Wanderley,spotify:track:3bhoFaeajkSiAMLVYxwRtJ
Silencio Do Amor,Luiz Bonfá,spotify:track:3g7QdqyBtf5V6DDKb6cbKW
O Que Eu Gosto De Você,Pery Ribeiro,spotify:track:6Q5GMrU2vn7v30aIf5XHem
Palhaçada,Doris Monteiro,spotify:track:4zRJQvSvkWvM9AskbznsGq
In the Mood,Moacyr Marques,spotify:track:0ZHFVF8Z4xhuyJcIXpYIx0
Na Baixa do Sapateiro,Leny Andrade,spotify:track:53EX754Gw3wGScAbrsN1mg
Ai Wa Fushigisa,Kome Kome Club,spotify:track:7sJ6wL77ECxe4VjH0ULBSl
Kimi Ga Irudakede,Kome Kome Club,spotify:track:3gWJIQefaaSuOU6RJlDLm9
Dakishimetai,Kome Kome Club,spotify:track:69y1HvxnzrALmyFs4KTOUJ
Ganso Sure Danse,Kome Kome Club,spotify:track:31CU3jBZb2k7MBl6Ve41g7
Hitosuji Ni Narenai,Kome Kome Club,spotify:track:3MJZLL9UxigoSD0V2iZU0Y
Ai Shiteru,Kome Kome Club,spotify:track:5sVbyOIf5QNwAOpEUiKFaX
Funk Fujiyama,Kome Kome Club,spotify:track:72pqnshS94R2Sq04imnGQj
ANGEL EYES,Kenny Mason,spotify:track:1PYw0jFTzEc4qZm7lSA2o6
Trekking Song,Kirinji,spotify:track:0vlpEV3PwzXr9qkJ58Zoar
Soushun,Kirinji,spotify:track:4Mo9s8ulNBwYDNToh8MUub
Goodday Goodbye,Kirinji,spotify:track:0KDhLSCrMKnol8HFyp9Azq
Nora No Nizi,Kirinji,spotify:track:2w66vq6aPtejWqeo9aH5vc
Kiss from a Rose,Julia Hülsmann,spotify:track:1cO0leXSGQuzc7W3QMFkDS
PSYCHO,B.I.G.JOE,spotify:track:6N1PGNHbp8ZZ4oZPam3T72
Blackberry Winter,Keith Jarrett,spotify:track:58TYwpwO71uvA0QFOXHqhX
Dear Grandma,Matt Carmichael,spotify:track:5GWLp8YXkaVACzXWK9ykON
I Have Dreamed,Peter Asplund,spotify:track:3O1KHSJWc8uX22Sb0vhfET
Rainy Days and Mondays,Pat Metheny,spotify:track:1Sv7zdEn0ez8ToEKsPiWWj
Song for Dad,Stéphane Belmondo,spotify:track:1nvFIeETcp1LvVy7NBI14z
Gymnopédie No. 1: Var. 1,Jacques Loussier Trio,spotify:track:1VJDgjAGuZmLtqatrmyGoX
All Ways Moving,Rob Luft,spotify:track:0qk6rSdkO2Juf8dbpcN6Qv
Shake Dat Ass,Bossman Dlow,spotify:track:1vkpe29DP5EvAxYnWVq5C1
The Biggest Pt. 2,Bossman Dlow,spotify:track:3Dw9lMKAtrorXeW0wec1dr
Get In With Me,Bossman Dlow,spotify:track:6bryx7HyB4lVDc0KQXuoJ0
SportsCenter,Bossman Dlow,spotify:track:0ouOFAkST5sCy2f2XLJHdP
Dlow Curry,Bossman Dlow,spotify:track:3PwNJhkvRAbRJfTq3alFIP
Everything In Its Right Place,Radiohead,spotify:track:2kRFrWaLWiKq48YYVdGcm8
everything i wanted,Billie Eilish,spotify:track:3ZCTVFBt2Brf31RLEnCkWJ
Slumber Party,Ashnikko,spotify:track:11ZulcYY4lowvcQm4oe3VJ
Potential,Summer Walker,spotify:track:4YNrBVo8fv6qiTNwHLVDai
Just Might,Summer Walker,spotify:track:43IMaycr34ZR5kS8mlL5hH
Smartwater,Summer Walker,spotify:track:3GVb5ng1DzHowIbeDNkNVv
No Love,Summer Walker,spotify:track:08SB2OtZkaliju77WYEKxk
prove it,21 Savage,spotify:track:5wttBUDyaHAR5q9fYnN3YF
Girls Need Love,Summer Walker,spotify:track:14SaZBTjxlorHJQxXh01Hu
Body,Summer Walker,spotify:track:7vxLj7MREliG5i5vSnqSVr
I'll Kill You,Summer Walker,spotify:track:7EkiMl81fUHVwpItgtzI4r
White Tee,Summer Walker,spotify:track:5m0eMnsWwzgGsUxe1mhFYR
Settling,Summer Walker,spotify:track:5tA3oQh58iYSdJWhSw0yJV
Toxic,Summer Walker,spotify:track:4blMQHONplzay3YkNIUlcn
Grave,Summer Walker,spotify:track:6cZ7aS2UC3hfUyqJhwHb4G
Stretch You Out,Summer Walker,spotify:track:4Qxn47gWPSucovKrMyRf1z
Insane,Summer Walker,spotify:track:3pcxxaUxAMSfz2zgetHydD
SWV,Summer Walker,spotify:track:4ii5S0UcGpdAANl098llgB
Come Thru,Summer Walker,spotify:track:3TTMUI5dFcbeNSDTTDY9M8
Good Good,USHER,spotify:track:0J1YRLYhTG1MBosjidD7OI
Unloyal,Summer Walker,spotify:track:081Shn2hU3YxvQmGaCPegr
Better Thangs,Ciara,spotify:track:34uOYKTIOAfxZh1hibRx1c
Reciprocate,Summer Walker,spotify:track:5xGqh5mjKgOhp9TOlFeCcJ
Something Real,Summer Walker,spotify:track:4otQJBpb8okSeykALR3eCH
KU LO SA,Oxlade,spotify:track:2WigMwGJysIh9fRnSJvpjn
I'm There,Summer Walker,spotify:track:1UqR9Hho0SPUrzC5PFEpyi
Harunohi,Aimyon,spotify:track:1oNeSCt0CMekCyyLo06kFs
Kanashii Kimochi,Keisuke Kuwata,spotify:track:14evwICDoy0d36Nat7hsUT
Always Be My Baby,Mariah Carey,spotify:track:2aBxt229cbLDOvtL7Xbb9x
